record_id,timestamp_utc,device_id,device_type,location_city,edge_node_id,distance_to_edge_km,network_slice_id,qos_class,protocol,uplink_bandwidth_Mbps,downlink_bandwidth_Mbps,latency_ms,jitter_ms,throughput_Mbps,packet_size_bytes,packet_loss_pct,retransmissions,signal_rssi_dBm,cpu_usage_pct,memory_usage_pct,battery_level_pct,mobility_state,task_type,task_size_kb,model_size_mb,ai_accelerator,inference_time_ms,energy_consumption_j,offload_location,security_scheme,encryption_enabled,enrolled_in_federated_learning,federated_rounds,blockchain_enabled,priority,core_network_latency_ms,task_offload_success,notes,edge_processing_time_ms,end_to_end_latency_ms,is_urlc_like
531,2025-09-06T03:43:42,sma_49976,smart_meter,Lucknow,edge_020,3.059,slice_3,eMBB,QUIC,0.222,0.279,58.692,2.921,-3.06,172,1.847,1,-73,4.63,6.47,60.9,aerial,voice_processing,63.915,50.0,npu,33.871,0.023,edge,tls,True,1,1,False,medium,66.045,0,,34.098,92.069,0
532,2025-09-29T03:10:33,rob_13627,robotic_arm,Kolkata,edge_002,1.259,slice_10,mMTC,CoAP,9.853,15.658,2.123,2.875,15.881,406,0.254,0,-67,28.52,89.27,43.2,vehicular,image_inference,83.99,0.5,gpu,1.34,29.102,edge,tls,True,0,0,False,medium,12.511,1,,1.53,10.616,0
533,2025-09-04T15:43:17,sma_21096,smart_camera,Mumbai,edge_018,3.285,slice_5,eMBB,QUIC,6.208,13.609,12.51,0.386,21.776,342,1.158,1,-74,27.36,51.25,100.0,static,anomaly_detection,44.788,50.0,gpu,5.857,4.488,hybrid,blockchain_enabled,True,1,3,True,low,-2.663,1,,6.401,20.265,0
534,2025-09-17T02:12:49,ind_49438,industrial_sensor,Pune,edge_047,4.674,slice_4,eMBB,HTTP/3,0.972,0.238,7.482,0.092,7.314,219,2.38,0,-68,16.3,27.11,18.0,static,control_command,157.133,5.0,none,4.454,0.995,edge,tls,True,1,4,False,low,16.44,1,,3.704,8.535,0
535,2025-09-13T09:42:37,rob_34123,robotic_arm,Delhi,edge_035,10.169,slice_8,eMBB,UDP,11.467,11.147,2.344,1.066,25.651,126,0.611,0,-68,36.4,41.31,97.3,mobile,control_command,60.674,0.1,edge_tpu,1.758,12.313,edge,tls,True,0,0,False,high,2.276,1,,1.553,4.138,0
536,2025-09-06T20:31:51,sma_97495,smart_meter,Jaipur,edge_038,2.098,slice_7,eMBB,QUIC,0.063,0.213,72.135,5.017,0.382,161,2.113,0,-67,4.28,9.74,86.4,mobile,anomaly_detection,74.354,0.5,gpu,39.774,0.057,local,tls,True,0,0,False,medium,75.437,1,,36.781,106.305,0
537,2025-09-19T05:17:11,rob_15587,robotic_arm,Jaipur,edge_009,0.815,slice_1,eMBB,CoAP,23.514,18.468,2.509,1.054,43.527,316,1.528,1,-63,47.14,80.7,37.0,vehicular,voice_processing,63.709,0.5,tiny_ml,1.194,14.973,local,blockchain_enabled,True,0,0,True,medium,13.489,1,,1.011,9.293,0
538,2025-09-15T12:17:22,rob_28355,robotic_arm,Delhi,edge_049,3.595,slice_8,URLLC,QUIC,20.162,2.867,0.598,1.152,14.128,1350,0.0,0,-61,81.25,48.14,100.0,vehicular,predictive_maintenance,38.886,0.5,edge_tpu,0.424,23.234,edge,dtls,True,0,0,False,medium,2.035,1,,0.417,0.034,1
539,2025-09-06T16:28:38,ind_40369,industrial_sensor,Mumbai,edge_043,2.51,slice_8,mMTC,HTTP/3,0.358,1.656,5.365,0.991,5.523,67,0.826,2,-73,16.38,32.75,100.0,mobile,predictive_maintenance,15.527,10.0,tiny_ml,4.757,1.724,edge,blockchain_enabled,True,0,0,True,low,10.115,1,,5.679,13.521,0
540,2025-09-03T19:35:42,sma_25004,smart_meter,Mumbai,edge_048,0.534,slice_10,mMTC,TCP,0.116,0.252,70.905,3.517,-0.504,569,1.426,0,-68,5.97,5.86,84.1,aerial,predictive_maintenance,15.788,0.5,none,37.314,0.052,local,tls,True,1,1,False,medium,71.327,1,,37.532,108.025,0
541,2025-09-23T01:43:11,wea_31245,wearable,Hyderabad,edge_034,2.654,slice_2,eMBB,HTTP/3,0.334,0.265,12.643,2.366,-6.286,638,0.628,1,-61,10.27,14.06,54.2,aerial,image_inference,57.282,5.0,gpu,11.112,0.856,edge,blockchain_enabled,True,0,0,True,medium,24.424,1,,12.187,23.984,0
542,2025-09-29T16:31:44,wea_37194,wearable,Ahmedabad,edge_031,2.029,slice_9,eMBB,UDP,0.42,0.449,13.02,0.369,0.134,81,0.446,1,-70,13.86,9.68,96.1,static,anomaly_detection,46.284,1.0,gpu,8.455,0.467,local,tls,True,0,0,False,high,14.539,1,,9.074,17.363,0
543,2025-09-16T01:45:12,sma_39362,smart_camera,Kolkata,edge_017,1.557,slice_3,eMBB,CoAP,3.517,2.671,7.831,0.01,11.543,316,0.901,1,-59,47.83,66.24,57.8,vehicular,voice_processing,19.039,0.5,none,4.977,3.172,local,tls,True,0,0,False,low,18.776,1,,5.674,16.3,0
544,2025-09-18T09:51:03,sma_14230,smart_camera,Delhi,edge_027,2.815,slice_1,eMBB,HTTP/3,4.433,5.813,5.601,1.714,18.2,614,0.0,0,-79,41.44,58.59,87.6,static,telemetry_aggregation,66.171,1.0,edge_tpu,4.209,3.485,hybrid,secure_element,True,0,0,False,medium,10.854,1,,3.73,14.229,0
545,2025-10-01T00:53:31,aut_64557,autonomous_vehicle,Lucknow,edge_048,5.529,slice_8,mMTC,CoAP,72.694,50.947,2.941,0.669,116.983,131,0.601,0,-74,81.29,62.75,68.6,mobile,image_inference,317.899,0.1,tiny_ml,2.605,63.791,cloud,tls,True,1,4,False,high,1.837,1,,2.869,4.062,0
546,2025-10-01T12:31:58,wea_80016,wearable,Pune,edge_025,1.384,slice_7,eMBB,UDP,0.142,0.366,26.192,1.892,1.748,962,0.915,0,-63,5.39,12.06,70.3,mobile,video_analytics,24.824,1.0,gpu,15.084,0.607,hybrid,tls,True,0,0,False,medium,35.238,1,,17.385,39.941,0
547,2025-09-06T11:10:36,wea_40413,wearable,Pune,edge_038,2.527,slice_9,eMBB,QUIC,0.283,0.603,25.143,1.056,0.126,483,0.049,0,-68,12.57,22.43,52.5,static,telemetry_aggregation,126.713,1.0,npu,14.453,0.309,local,none,False,0,0,False,medium,33.677,1,,12.554,41.107,0
548,2025-10-01T10:11:06,sma_27002,smart_meter,Jaipur,edge_026,3.755,slice_2,URLLC,HTTP/3,0.364,0.185,54.293,3.166,3.607,206,0.159,0,-60,4.22,4.55,89.3,vehicular,voice_processing,39.32,10.0,npu,31.678,0.03,edge,tls,True,0,0,False,medium,52.82,1,,29.737,80.091,1
549,2025-09-14T23:42:03,wea_79054,wearable,Ahmedabad,edge_021,3.714,slice_6,URLLC,CoAP,0.92,0.791,10.934,1.103,8.664,231,0.0,0,-66,8.92,22.53,43.5,mobile,video_analytics,6.894,1.0,gpu,7.397,1.42,edge,dtls,True,0,0,False,high,9.507,1,,8.788,24.381,1
550,2025-09-13T09:55:01,ind_14701,industrial_sensor,Jaipur,edge_045,6.399,slice_2,mMTC,HTTP/3,1.362,0.665,4.891,0.045,-5.019,382,0.134,1,-64,17.78,18.27,79.1,vehicular,voice_processing,10.334,5.0,gpu,3.168,0.713,edge,tls,True,0,0,False,low,7.182,1,,3.524,6.702,0
551,2025-09-11T23:41:33,sma_39418,smart_camera,Bengaluru,edge_025,2.373,slice_1,eMBB,TCP,10.401,16.926,10.618,0.866,32.181,176,0.752,0,-52,32.92,39.08,19.0,vehicular,voice_processing,33.227,5.0,none,8.267,3.048,edge,blockchain_enabled,True,0,0,True,medium,11.212,1,,7.548,15.856,0
552,2025-09-04T18:32:51,tra_66039,traffic_sensor,Ahmedabad,edge_007,5.046,slice_5,mMTC,UDP,1.422,3.147,21.099,1.747,-1.29,425,0.64,0,-61,16.08,39.37,43.2,vehicular,predictive_maintenance,47.037,1.0,npu,9.831,2.318,hybrid,tls,True,0,0,False,high,29.354,1,,10.082,32.926,0
553,2025-09-14T03:11:32,sma_21211,smart_meter,Ahmedabad,edge_050,6.49,slice_7,eMBB,HTTP/3,0.079,0.018,80.045,4.59,-0.291,91,0.561,0,-75,5.32,8.01,95.8,static,anomaly_detection,23.505,5.0,tiny_ml,39.173,0.016,edge,tls,True,0,0,False,medium,83.271,1,,37.674,115.605,0
554,2025-09-19T09:56:35,rob_14850,robotic_arm,Ahmedabad,edge_031,2.083,slice_10,eMBB,CoAP,14.672,2.266,2.699,0.399,17.327,75,0.871,1,-64,52.02,60.24,2.1,static,telemetry_aggregation,73.677,10.0,tiny_ml,1.748,8.935,edge,tls,True,0,0,False,high,5.939,1,,1.741,3.319,0
555,2025-09-07T13:20:22,sma_40496,smart_camera,Pune,edge_042,1.659,slice_8,eMBB,QUIC,12.772,4.997,13.776,1.296,15.856,279,0.526,0,-79,66.31,62.03,85.8,vehicular,telemetry_aggregation,37.904,10.0,none,9.233,2.676,cloud,secure_element,True,1,1,False,high,28.97,1,,8.698,24.536,0
556,2025-09-26T14:37:30,aut_20155,autonomous_vehicle,Mumbai,edge_029,1.903,slice_4,URLLC,HTTP/3,66.464,55.525,0.654,1.683,120.895,170,0.0,0,-57,60.65,27.38,70.6,aerial,video_analytics,5.451,10.0,tiny_ml,0.371,87.723,cloud,blockchain_enabled,True,0,0,True,medium,3.804,1,,0.338,-5.295,1
557,2025-09-03T12:18:02,rob_48543,robotic_arm,Chennai,edge_011,3.627,slice_3,eMBB,CoAP,22.812,21.837,2.159,2.638,40.604,240,1.47,2,-66,51.83,52.05,69.9,vehicular,image_inference,46.81,1.0,none,1.026,41.535,edge,tls,True,0,0,False,medium,7.211,1,,1.098,9.184,0
558,2025-09-29T10:44:28,aut_39436,autonomous_vehicle,Lucknow,edge_033,0.252,slice_7,eMBB,QUIC,71.931,79.878,1.114,0.338,150.311,179,1.082,1,-76,63.94,77.85,100.0,aerial,voice_processing,8.272,10.0,none,0.766,23.025,local,blockchain_enabled,True,0,0,True,low,6.306,1,,0.851,3.096,0
559,2025-09-24T03:04:11,dro_40263,drone,Mumbai,edge_021,0.695,slice_7,eMBB,QUIC,2.886,11.509,4.963,0.907,17.517,522,1.446,0,-75,35.8,68.2,65.1,aerial,voice_processing,24.901,10.0,tiny_ml,4.037,7.856,edge,tls,True,0,0,False,high,1.231,1,,4.641,6.725,0
560,2025-09-30T09:17:20,tra_98356,traffic_sensor,Bengaluru,edge_043,4.321,slice_5,eMBB,HTTP/3,0.009,3.643,14.604,0.612,1.173,121,0.634,0,-74,20.74,45.08,77.8,mobile,video_analytics,22.553,5.0,none,12.241,6.215,hybrid,tls,True,0,0,False,high,27.978,1,,10.553,23.105,0
561,2025-09-24T19:25:35,sma_82689,smart_meter,Mumbai,edge_048,3.698,slice_7,mMTC,HTTP/3,0.164,0.212,69.979,3.73,0.076,188,1.523,0,-50,4.63,9.27,61.2,aerial,telemetry_aggregation,41.728,5.0,none,52.904,0.042,edge,tls,True,0,0,False,high,68.956,1,,59.736,133.69,0
562,2025-10-01T13:15:12,dro_87526,drone,Mumbai,edge_040,4.468,slice_6,URLLC,CoAP,3.048,13.86,5.084,0.203,18.585,897,0.0,0,-56,28.9,48.64,90.9,aerial,voice_processing,6.299,10.0,npu,3.981,7.567,local,dtls,True,0,0,False,low,5.277,1,,3.591,11.478,1
563,2025-09-02T09:04:06,aut_29956,autonomous_vehicle,Lucknow,edge_038,1.933,slice_8,eMBB,QUIC,17.291,53.872,1.772,1.059,74.225,505,0.0,0,-66,97.08,63.43,70.4,static,anomaly_detection,33.455,5.0,tiny_ml,1.174,55.199,edge,tls,True,0,0,False,medium,9.966,1,,1.14,8.072,0
564,2025-09-20T15:28:15,sma_52310,smart_meter,Bengaluru,edge_021,1.472,slice_4,URLLC,QUIC,0.102,0.148,57.414,2.737,-7.421,134,0.0,0,-63,5.14,8.0,34.6,vehicular,telemetry_aggregation,10.916,50.0,tiny_ml,48.381,0.032,edge,blockchain_enabled,True,0,0,True,medium,58.74,1,,56.15,112.516,1
565,2025-09-15T12:37:32,aut_40366,autonomous_vehicle,Mumbai,edge_010,1.495,slice_9,eMBB,UDP,17.654,42.57,2.39,0.656,57.172,106,1.977,0,-70,67.53,50.72,14.4,mobile,telemetry_aggregation,263.54,5.0,none,2.081,21.009,local,blockchain_enabled,True,0,0,True,medium,-1.747,1,,2.043,6.323,0
566,2025-09-16T07:37:53,ind_69486,industrial_sensor,Mumbai,edge_008,3.667,slice_8,mMTC,HTTP/3,0.862,1.774,8.002,0.428,12.906,77,0.314,0,-59,16.8,28.83,22.5,static,predictive_maintenance,91.977,10.0,npu,3.498,1.007,local,blockchain_enabled,True,0,0,True,high,9.924,1,,3.074,13.356,0
567,2025-09-26T21:30:23,rob_92657,robotic_arm,Mumbai,edge_044,3.291,slice_1,eMBB,QUIC,28.792,8.99,3.599,0.224,42.752,543,0.535,0,-58,75.05,66.32,83.2,static,voice_processing,9.773,100.0,npu,3.009,4.068,edge,blockchain_enabled,True,0,0,True,high,9.684,1,,2.6,9.285,0
568,2025-09-25T12:29:29,rob_29848,robotic_arm,Jaipur,edge_012,1.591,slice_2,URLLC,CoAP,16.488,8.899,1.758,0.632,21.495,318,0.0,0,-73,53.07,59.55,58.1,static,anomaly_detection,54.849,5.0,npu,1.308,15.556,local,secure_element,True,1,2,False,medium,5.027,1,,1.294,7.434,1
569,2025-09-18T22:16:08,wea_93586,wearable,Ahmedabad,edge_031,3.963,slice_5,mMTC,UDP,0.265,0.766,24.72,0.119,2.481,391,0.426,2,-65,12.43,10.28,71.7,aerial,voice_processing,86.598,5.0,npu,21.79,0.379,local,dtls,True,0,0,False,low,36.087,1,,24.079,47.647,0
570,2025-09-17T19:06:53,tra_68611,traffic_sensor,Kolkata,edge_016,0.454,slice_6,URLLC,TCP,1.988,3.616,4.392,0.161,8.535,437,0.331,0,-64,26.51,26.53,100.0,aerial,image_inference,29.323,5.0,tiny_ml,1.82,3.911,edge,tls,True,1,1,False,medium,11.515,1,,2.182,7.231,1
571,2025-09-29T07:04:37,tra_17969,traffic_sensor,Chennai,edge_050,4.603,slice_7,eMBB,QUIC,2.474,0.662,4.355,0.35,4.273,355,0.842,0,-50,37.64,51.02,83.8,vehicular,anomaly_detection,32.003,5.0,tiny_ml,2.717,1.331,local,tls,True,0,0,False,high,19.76,1,,3.029,6.554,0
572,2025-09-07T08:31:36,wea_91957,wearable,Lucknow,edge_040,7.326,slice_9,URLLC,HTTP/3,0.296,0.428,11.888,1.971,2.263,770,0.143,0,-58,8.42,11.28,38.3,vehicular,anomaly_detection,17.568,50.0,gpu,7.838,0.327,edge,blockchain_enabled,True,1,2,True,medium,30.646,1,,9.02,21.75,1
573,2025-09-21T04:49:16,ind_80215,industrial_sensor,Hyderabad,edge_046,4.32,slice_6,mMTC,HTTP/3,0.955,2.345,9.003,0.723,-1.065,205,0.0,0,-67,23.22,22.61,100.0,static,anomaly_detection,32.115,0.5,tiny_ml,7.163,1.711,edge,secure_element,True,0,0,False,high,10.91,1,,7.873,19.971,0
574,2025-09-14T00:08:07,sma_40147,smart_camera,Delhi,edge_003,5.592,slice_7,URLLC,TCP,3.932,10.697,0.804,1.234,10.774,523,0.0,0,-54,25.02,49.42,65.5,static,voice_processing,73.137,1.0,none,0.33,3.483,cloud,secure_element,True,0,0,False,medium,6.687,1,,0.382,-2.776,1
575,2025-09-30T13:17:50,ind_22524,industrial_sensor,Hyderabad,edge_026,6.083,slice_5,eMBB,UDP,0.469,1.295,4.168,0.395,2.088,460,2.236,1,-53,20.54,18.97,95.0,aerial,control_command,52.339,0.5,tiny_ml,2.274,1.117,edge,secure_element,True,0,0,False,high,14.001,0,,1.889,10.385,0
576,2025-09-15T19:22:35,sma_73353,smart_meter,Ahmedabad,edge_045,3.444,slice_1,eMBB,CoAP,0.284,0.211,37.399,2.735,-4.445,99,0.26,0,-71,4.12,8.87,88.0,static,video_analytics,33.971,10.0,gpu,23.32,0.156,cloud,blockchain_enabled,True,0,0,True,medium,38.681,1,,27.33,62.311,0
577,2025-09-08T23:30:19,sma_53572,smart_meter,Mumbai,edge_041,5.286,slice_4,eMBB,UDP,0.185,0.284,55.665,2.524,-6.896,85,0.189,1,-64,3.96,8.24,34.0,aerial,image_inference,69.296,10.0,edge_tpu,35.999,0.105,local,tls,True,1,1,False,medium,55.089,1,,34.507,90.25,0
578,2025-09-17T14:30:28,ind_14785,industrial_sensor,Lucknow,edge_045,1.384,slice_1,eMBB,HTTP/3,0.782,1.479,6.477,1.209,1.121,316,0.768,1,-50,13.18,29.61,18.1,aerial,video_analytics,28.957,0.1,tiny_ml,4.257,3.99,cloud,tls,True,0,0,False,low,10.846,0,,4.975,16.184,0
579,2025-09-22T15:58:42,aut_23768,autonomous_vehicle,Mumbai,edge_045,0.905,slice_1,URLLC,HTTP/3,20.431,67.414,0.864,0.614,80.936,594,0.679,0,-73,70.83,51.8,69.7,static,predictive_maintenance,370.855,10.0,gpu,0.556,23.558,cloud,tls,True,0,0,False,medium,7.269,1,,0.462,3.31,1
580,2025-09-16T09:44:23,tra_11213,traffic_sensor,Kolkata,edge_008,1.907,slice_5,mMTC,QUIC,3.082,2.093,5.96,0.945,6.846,108,1.223,0,-67,25.3,35.68,88.1,mobile,anomaly_detection,447.488,50.0,edge_tpu,3.49,2.275,hybrid,tls,True,0,0,False,medium,-2.047,1,,3.79,11.769,0
581,2025-09-08T13:40:52,wea_53276,wearable,Ahmedabad,edge_011,0.259,slice_1,mMTC,HTTP/3,0.192,0.441,21.855,1.016,-4.982,107,1.356,0,-54,8.26,21.99,23.7,static,voice_processing,18.027,5.0,none,12.359,0.245,edge,tls,True,0,0,False,high,30.326,1,,13.524,32.837,0
582,2025-09-19T00:18:24,ind_18751,industrial_sensor,Ahmedabad,edge_041,3.826,slice_1,eMBB,CoAP,0.689,0.276,7.498,0.5,-2.535,151,1.517,0,-66,19.59,33.86,100.0,vehicular,telemetry_aggregation,9.82,5.0,tiny_ml,5.405,0.606,edge,blockchain_enabled,True,0,0,True,high,13.826,1,,6.479,11.845,0
583,2025-09-15T14:12:23,aut_38369,autonomous_vehicle,Delhi,edge_012,1.508,slice_9,URLLC,QUIC,51.833,29.313,0.765,1.155,80.395,85,0.381,0,-79,81.54,47.32,63.1,vehicular,video_analytics,32.557,0.5,gpu,0.386,124.763,hybrid,tls,True,0,0,False,high,14.708,1,,0.428,5.017,1
584,2025-10-01T20:26:15,wea_21971,wearable,Bengaluru,edge_010,2.075,slice_1,eMBB,HTTP/3,0.321,0.112,18.56,1.912,3.307,910,0.473,0,-66,4.85,16.28,13.0,aerial,telemetry_aggregation,83.171,5.0,npu,9.658,0.171,cloud,tls,True,0,0,False,medium,14.585,1,,9.204,26.997,0
585,2025-09-17T03:13:42,rob_56529,robotic_arm,Chennai,edge_034,2.258,slice_10,URLLC,UDP,0.011,10.275,0.989,1.819,11.406,502,1.407,0,-57,63.8,70.79,81.0,mobile,video_analytics,18.248,100.0,npu,0.735,51.292,cloud,blockchain_enabled,True,0,0,True,medium,14.936,1,,0.752,1.256,1
586,2025-09-03T05:28:16,dro_33332,drone,Jaipur,edge_024,1.954,slice_7,eMBB,HTTP/3,9.977,7.053,7.128,0.113,12.127,291,0.957,0,-70,42.42,43.87,87.1,aerial,control_command,87.307,5.0,edge_tpu,4.138,12.338,local,blockchain_enabled,True,0,0,True,high,13.755,1,,3.917,14.937,0
587,2025-09-19T21:45:41,dro_22334,drone,Ahmedabad,edge_017,1.672,slice_1,eMBB,TCP,13.426,6.385,7.714,0.875,23.172,553,0.712,1,-64,39.99,58.46,100.0,vehicular,image_inference,248.826,0.1,edge_tpu,5.855,14.955,local,tls,True,0,0,False,medium,1.488,1,,5.143,10.707,0
588,2025-09-10T10:27:27,rob_74264,robotic_arm,Ahmedabad,edge_031,4.866,slice_6,URLLC,HTTP/3,0.006,42.522,1.817,1.407,36.54,269,0.0,0,-66,26.66,71.99,39.8,mobile,control_command,186.233,5.0,npu,1.372,17.729,edge,tls,True,0,0,False,medium,0.263,1,,1.234,4.859,1
589,2025-10-01T19:21:57,sma_35451,smart_meter,Pune,edge_048,4.29,slice_6,mMTC,UDP,0.078,0.337,69.962,3.386,7.492,275,0.663,2,-71,5.44,10.1,38.2,vehicular,anomaly_detection,18.673,10.0,none,51.41,0.035,cloud,blockchain_enabled,True,0,0,True,high,62.982,1,,45.693,116.784,0
590,2025-09-06T01:49:49,ind_44948,industrial_sensor,Jaipur,edge_012,2.121,slice_4,eMBB,TCP,0.17,0.917,7.989,0.927,5.562,831,0.651,0,-71,20.25,19.86,65.6,static,image_inference,91.88,50.0,tiny_ml,6.535,2.243,edge,dtls,True,0,0,False,high,12.726,1,,6.663,15.644,0
591,2025-09-06T09:30:42,aut_25238,autonomous_vehicle,Mumbai,edge_012,3.621,slice_1,eMBB,UDP,51.346,59.952,2.359,0.382,120.979,404,1.049,0,-75,86.73,83.42,82.7,static,telemetry_aggregation,134.238,5.0,gpu,2.055,19.252,edge,tls,True,0,0,False,low,10.185,1,,2.389,4.193,0
592,2025-09-04T14:08:23,ind_50696,industrial_sensor,Delhi,edge_025,1.23,slice_10,eMBB,HTTP/3,1.053,0.456,3.216,0.719,7.401,138,1.346,1,-66,20.52,27.97,48.6,mobile,telemetry_aggregation,2.388,5.0,tiny_ml,1.857,0.836,local,tls,True,0,0,False,medium,9.292,1,,2.164,4.64,0
593,2025-09-10T06:37:01,rob_92709,robotic_arm,Lucknow,edge_003,5.399,slice_10,URLLC,HTTP/3,16.007,24.169,1.709,0.069,50.478,296,1.178,0,-59,56.36,56.51,32.8,vehicular,predictive_maintenance,20.435,10.0,gpu,1.362,21.649,cloud,tls,True,0,0,False,high,-6.641,1,,1.119,0.593,1
594,2025-09-24T16:53:45,sma_38607,smart_meter,Pune,edge_017,1.002,slice_3,eMBB,QUIC,0.189,0.106,65.627,3.909,3.998,205,0.95,0,-64,6.44,8.91,72.6,static,image_inference,132.129,50.0,edge_tpu,31.46,0.111,hybrid,tls,True,0,0,False,medium,60.353,1,,26.173,94.248,0
595,2025-09-19T09:06:18,aut_34525,autonomous_vehicle,Bengaluru,edge_020,1.599,slice_1,eMBB,QUIC,33.172,28.8,0.599,0.621,57.67,182,1.113,2,-72,75.03,58.22,27.2,aerial,predictive_maintenance,117.071,1.0,edge_tpu,0.384,47.237,edge,tls,True,0,0,False,medium,-6.601,1,,0.345,-0.06,0
596,2025-09-07T05:39:36,wea_76448,wearable,Kolkata,edge_027,0.323,slice_10,eMBB,QUIC,1.333,0.686,18.316,1.512,0.901,170,0.0,1,-74,7.64,15.46,85.8,mobile,control_command,332.652,0.5,none,14.548,0.365,edge,tls,True,0,0,False,high,37.435,1,,13.123,35.345,0
597,2025-09-24T06:26:22,ind_55364,industrial_sensor,Bengaluru,edge_026,1.611,slice_3,URLLC,HTTP/3,0.694,2.58,5.053,0.538,0.487,916,0.0,0,-58,13.78,24.61,74.9,mobile,predictive_maintenance,46.505,5.0,none,3.981,0.86,edge,tls,True,1,1,False,high,4.84,1,,3.336,8.715,1
598,2025-09-28T16:35:49,aut_71708,autonomous_vehicle,Kolkata,edge_044,5.595,slice_8,eMBB,TCP,75.432,63.211,1.584,0.796,138.715,220,0.949,0,-71,57.36,96.22,74.6,static,voice_processing,29.117,0.1,gpu,0.893,11.184,edge,secure_element,True,0,0,False,medium,5.955,1,,0.853,0.262,0
599,2025-09-21T02:52:07,tra_88241,traffic_sensor,Mumbai,edge_035,0.705,slice_10,eMBB,HTTP/3,2.808,6.115,19.96,1.163,6.629,72,1.341,2,-64,43.23,39.19,52.4,vehicular,anomaly_detection,41.248,50.0,npu,17.112,3.188,cloud,tls,True,1,1,False,medium,31.884,1,,17.712,37.959,0
600,2025-09-12T06:06:11,wea_15799,wearable,Kolkata,edge_020,5.165,slice_3,eMBB,QUIC,0.275,0.573,24.166,1.524,5.568,378,1.994,1,-65,10.63,15.67,7.2,static,image_inference,6.537,1.0,tiny_ml,15.918,0.73,edge,tls,True,0,0,False,high,27.112,1,,16.416,40.349,0
601,2025-09-06T22:08:42,dro_99923,drone,Kolkata,edge_042,5.671,slice_3,mMTC,HTTP/3,15.566,8.589,15.318,0.336,28.901,105,0.345,0,-51,27.33,33.87,29.7,aerial,control_command,17.699,0.1,edge_tpu,9.382,7.57,local,tls,True,0,0,False,medium,29.586,1,,9.545,28.89,0
602,2025-09-20T02:22:21,rob_75806,robotic_arm,Jaipur,edge_050,2.512,slice_9,eMBB,CoAP,23.213,10.571,121.784,5.121,30.719,56,1.329,0,-69,76.56,77.16,80.7,aerial,voice_processing,66.664,5.0,none,64.414,5.567,cloud,tls,True,0,0,False,medium,131.069,1,,60.257,181.934,0
603,2025-09-04T08:33:25,rob_67001,robotic_arm,Delhi,edge_030,2.462,slice_8,URLLC,QUIC,3.459,13.993,2.17,0.877,17.888,993,0.0,0,-71,41.14,66.38,75.0,aerial,image_inference,10.935,100.0,none,1.062,29.842,edge,tls,True,0,0,False,medium,5.085,1,,1.15,3.491,1
604,2025-09-03T17:29:39,dro_49017,drone,Mumbai,edge_039,7.493,slice_9,mMTC,TCP,10.069,12.392,14.179,1.229,25.809,336,1.804,0,-63,26.56,43.05,100.0,mobile,anomaly_detection,40.418,0.5,tiny_ml,10.556,22.607,hybrid,tls,True,1,2,False,high,18.756,1,,11.935,31.349,0
605,2025-09-05T17:10:14,rob_15326,robotic_arm,Chennai,edge_021,1.751,slice_2,URLLC,QUIC,17.074,5.097,0.438,0.125,21.183,253,1.033,0,-80,51.66,82.19,52.7,vehicular,image_inference,86.12,1.0,npu,0.318,39.892,edge,tls,True,0,0,False,low,1.846,1,,0.298,3.261,1
606,2025-09-11T07:16:50,tra_25260,traffic_sensor,Delhi,edge_037,2.599,slice_9,eMBB,UDP,3.126,1.088,12.736,0.706,-2.104,221,0.169,1,-87,23.33,38.92,85.2,aerial,anomaly_detection,61.719,0.1,tiny_ml,6.277,2.942,edge,blockchain_enabled,True,0,0,True,medium,10.79,1,,5.236,23.96,0
607,2025-09-15T19:56:48,tra_33758,traffic_sensor,Pune,edge_018,0.561,slice_7,eMBB,TCP,0.684,2.061,10.936,0.444,10.892,341,2.031,2,-54,22.26,40.35,20.8,vehicular,predictive_maintenance,42.203,5.0,tiny_ml,7.717,1.924,local,tls,True,0,0,False,medium,21.187,1,,7.088,22.801,0
608,2025-09-22T10:13:34,rob_87059,robotic_arm,Lucknow,edge_041,5.818,slice_8,eMBB,CoAP,8.962,33.389,1.477,1.064,35.729,330,0.0,2,-70,57.67,44.06,9.6,aerial,anomaly_detection,19.242,0.1,none,0.716,21.461,edge,tls,True,0,0,False,medium,4.732,1,,0.612,0.428,0
609,2025-09-25T14:51:29,aut_92756,autonomous_vehicle,Chennai,edge_036,0.169,slice_9,eMBB,QUIC,32.479,46.67,1.577,0.002,77.569,600,0.407,1,-58,70.46,78.75,61.7,static,image_inference,73.471,50.0,tiny_ml,0.958,85.478,edge,tls,True,0,0,False,medium,13.424,1,,0.945,6.492,0
610,2025-09-25T19:46:22,sma_82933,smart_meter,Kolkata,edge_016,5.844,slice_10,URLLC,CoAP,0.21,0.167,32.816,2.775,-9.072,270,0.499,0,-70,4.75,10.24,60.1,static,video_analytics,212.125,50.0,none,25.177,0.124,cloud,tls,True,1,2,False,medium,35.715,1,,21.712,60.104,1
611,2025-10-01T02:10:29,wea_64811,wearable,Chennai,edge_018,0.379,slice_2,eMBB,TCP,0.365,0.723,16.287,2.114,-4.866,106,1.248,0,-70,12.33,21.79,91.8,aerial,control_command,173.356,0.5,gpu,14.044,0.328,edge,dtls,True,0,0,False,high,12.365,1,,13.835,35.72,0
